Epoca,Iteracao,Erro_Quadratico
418,2,0.00048781666300352553
418,3,0.0017844818759740315
418,4,0.00644289337368809
419,1,0.006353294343731253
419,2,0.0004973187935213819
419,3,0.001813180684417735
419,4,0.0020997758227825334
420,1,0.002073863126520592
420,2,0.0017746896032745669
420,3,0.006388025108917956
420,4,0.0004883782922500847
421,1,0.00048737324630391415
421,2,0.002063349145271749
421,3,0.0017654160235585964
421,4,0.006370194240907359
422,1,0.0017725283344251636
422,2,0.006306510516184656
422,3,0.0020837498941979273
422,4,0.00048537262053062095
423,1,0.006259563115070212
423,2,0.0004910374842197742
423,3,0.0020825746209721598
423,4,0.0017767083893154105
424,1,0.006237501709564969
424,2,0.0020793588969340556
424,3,0.0017730910249207843
424,4,0.0004821570290192232
425,1,0.002039976124644365
425,2,0.0017429056420593175
425,3,0.00047419118062367905
425,4,0.006277576111841871
426,1,0.0017467887323701719
426,2,0.006215516578942569
426,3,0.00048322221123650274
426,4,0.002051869947463926
427,1,0.0020271137602867377
427,2,0.0004743495013110822
427,3,0.006207713492507176
427,4,0.0017511570452816237
428,1,0.001734311902326161
428,2,0.0020111031114291205
428,3,0.006201627831449943
428,4,0.0004763442485542103
429,1,0.00047538766668167506
429,2,0.0017253550068076263
429,3,0.00615366834764834
429,4,0.002032437032599591
430,1,0.00047391479356809316
430,2,0.0020042947665619574
430,3,0.006139555246078426
430,4,0.00173266252628605
431,1,0.002001902328940754
431,2,0.0017066825611278325
431,3,0.006133611502353765
431,4,0.00047202503032007126
432,1,0.006057849964530302
432,2,0.002026526880030875
432,3,0.0017232823357160427
432,4,0.00047048992163695343
433,1,0.00046955649052440396
433,2,0.0017010885585626862
433,3,0.0019759658444623517
433,4,0.006095874392003902
434,1,0.00601476327641496
434,2,0.0004743999302383803
434,3,0.002009656869849215
434,4,0.0017081029867600788
435,1,0.005994205399909971
435,2,0.0020066514461238535
435,3,0.00046902220893513545
435,4,0.001701798000703485
436,1,0.0016858658332559548
436,2,0.00046231856633622306
436,3,0.006001745480559416
436,4,0.001986913825728824
437,1,0.0016800129931324496
437,2,0.0019545486200655054
437,3,0.006004018608279804
437,4,0.0004633323744109716
438,1,0.00046242686868759386
438,2,0.0016715410805890178
438,3,0.005958733730536281
438,4,0.0019746681597757687
439,1,0.0019517209136539423
439,2,0.00593954188050865
439,3,0.00046337870966223026
439,4,0.0016782965942628721
440,1,0.0016627904689507746
440,2,0.00045683982819401105
440,3,0.0019331623397768974
440,4,0.005945839925361336
441,1,0.0004583279762156823
441,2,0.005874179352250778
441,3,0.0016758016844112792
441,4,0.0019563471315749877
442,1,0.0016513489970791904
442,2,0.0004541297197798645
442,3,0.0058753367443586104
442,4,0.0019501870141604952
443,1,0.0004555174507568213
443,2,0.0019242413885071374
443,3,0.0016341693700432677
443,4,0.005883367248347048
444,1,0.0016403396081262032
444,2,0.00045149934072295946
444,3,0.0019099559546387748
444,4,0.005862121082418445
445,1,0.001916709063503418
445,2,0.0016262588227668685
445,3,0.0058353330029849715
445,4,0.00045251064206819054
446,1,0.005766078013351628
446,2,0.00045739521330012076
446,3,0.001935633378120225
446,4,0.0016385948586968408
447,1,0.0019048735619638796
447,2,0.0016151911407423633
447,3,0.0004441157041562944
447,4,0.005800863614118788
448,1,0.0016185470760062635
448,2,0.0018908361436949393
448,3,0.0057745692417487905
448,4,0.00044853141298055384
449,1,0.0016132409679135709
449,2,0.005726739962629488
449,3,0.0019129990452481295
449,4,0.0004471805767672145
450,1,0.005687393405032613
450,2,0.0019154760218632134
450,3,0.0016191652401105414
450,4,0.00044578599820391685
451,1,0.0004449471849923358
451,2,0.001878541059720558
451,3,0.005701464081698748
451,4,0.0016110251118037478
452,1,0.005649429791280541
452,2,0.0016165406740080023
452,3,0.0018949432927100733
452,4,0.00044311103900412176
453,1,0.005631009562369016
453,2,0.001897388618014066
453,3,0.0016022723413307886
453,4,0.00044174231957658553
454,1,0.0015855291264692433
454,2,0.005632189391435361
454,3,0.0018829878996007268
454,4,0.00044043244101528174
455,1,0.0018587760775589169
455,2,0.0015720180747188699
455,3,0.00043378890006880486
455,4,0.005645245380963302
456,1,0.001575221331500003
456,2,0.0004358647546842802
456,3,0.0018421248260298158
456,4,0.005625525175090799
457,1,0.0015702114582022515
457,2,0.0018402791648578218
457,3,0.00043143076124315923
457,4,0.005605948493700813
458,1,0.005536186700740525
458,2,0.0015843187162604753
458,3,0.0004387609644436072
458,4,0.0018578301084706517
459,1,0.001559795515095096
459,2,0.00043216535850868675
459,3,0.005542564590847194
459,4,0.001852233382711303
460,1,0.005500150253254056
460,2,0.00043867125402959913
460,3,0.0015709842933382676
460,4,0.0018464235066919814
461,1,0.005482559350657234
461,2,0.0015680499467293498
461,3,0.0004348069452015112
461,4,0.0018406617205792646
462,1,0.00043077357335974956
462,2,0.005470238570026668
462,3,0.0015601488420891498
462,4,0.0018349967778804196
463,1,0.00042948971610376084
463,2,0.0018119841298916328
463,3,0.0015285237477392908
463,4,0.00549634016888566
464,1,0.0015339919883378972
464,2,0.0004259073155441044
464,3,0.0017992492801378458
464,4,0.005477536974186224
465,1,0.0018052284919678582
465,2,0.0004240349015183956
465,3,0.005440708063993418
465,4,0.001537339357852812
466,1,0.0018000955882870651
466,2,0.00042284902218081376
466,3,0.001514207019024674
466,4,0.005440775509182686
467,1,0.0004248037939180938
467,2,0.001792054968022015
467,3,0.0015095575865035644
467,4,0.005422355548329625
468,1,0.001514889326439305
468,2,0.0017826210069075842
468,3,0.005399070697224992
468,4,0.00042325294250691897
469,1,0.00042249608863897156
469,2,0.0015078047920819714
469,3,0.00177469831054615
469,4,0.005385976059584899
470,1,0.0017804841989682376
470,2,0.001497953248078153
470,3,0.0004160057461431512
470,4,0.00536792508894273
471,1,0.005303406372076639
471,2,0.0015184785912231
471,3,0.001792213605441003
471,4,0.00041971528059266843
472,1,0.00528695080033761
472,2,0.001513328045452779
472,3,0.0017867438124627927
472,4,0.0004184715877301936
473,1,0.0017649120799263938
473,2,0.005294458166450525
473,3,0.0015007979863817487
473,4,0.00041729486391769245
474,1,0.005253700815921335
474,2,0.0017837845094549976
474,3,0.0014957834653718891
474,4,0.0004160643265653301
475,1,0.0017546233698914567
475,2,0.005261118137683107
475,3,0.001490973797238162
475,4,0.00041490075910373793
476,1,0.005220806283418575
476,2,0.0014934825575020916
476,3,0.0004166712761371184
476,4,0.001762830634706218
477,1,0.0017445031578477814
477,2,0.0014642762304154942
477,3,0.005245005566109893
477,4,0.00041257401764422893
478,1,0.0017397909777735726
478,2,0.00040894442610679157
478,3,0.005215782101464416
478,4,0.0014744994513567465
479,1,0.0014624561082731888
479,2,0.00172782770564417
479,3,0.005211108201526549
479,4,0.00041033857937104837
480,1,0.005154619463054861
480,2,0.00041431937900120907
480,3,0.0017504626367930427
480,4,0.0014651541826262008
481,1,0.0014532594995812554
481,2,0.0004062482254268697
481,3,0.0017152986274090814
481,4,0.005182878986457731
482,1,0.0014488968091316884
482,2,0.005138719259884347
482,3,0.00040981413939181395
482,4,0.001733541574505361
483,1,0.005106425051396014
483,2,0.0017384941415279982
483,3,0.0014535601011163013
483,4,0.0004057485688473435
484,1,0.0017107712423725322
484,2,0.0014327173592157975
484,3,0.005129669372028196
484,4,0.00040467330209908905
485,1,0.001435383188466568
485,2,0.005090881590384939
485,3,0.0017217024394030457
485,4,0.0004035483512981553
486,1,0.0017014121643894754
486,2,0.0014240280779251604
486,3,0.00039796994098593953
486,4,0.005101855668805802
487,1,0.0004018089442088456
487,2,0.005047467041764127
487,3,0.001440567333530537
487,4,0.0017093478738281916
488,1,0.005027780150990145
488,2,0.0004051555116922465
488,3,0.001435897855439898
488,4,0.001704378232816121
489,1,0.0050127472920693
489,2,0.0004039887488899524
489,3,0.0017063630919842805
489,4,0.0014243410867926954
490,1,0.0014130850747438766
490,2,0.00039631603759330257
490,3,0.0016729137078176576
490,4,0.005039545178022583
491,1,0.0014089361458639526
491,2,0.00039529861203035915
491,3,0.0016686470893914813
491,4,0.005023477404711587
492,1,0.004966221585704289
492,2,0.001695342105737341
492,3,0.00039796254695801916
492,4,0.0014114287891647107
493,1,0.0016689529190701052
493,2,0.0003925372152036888
493,3,0.0013917068995702815
493,4,0.004992598598659007
494,1,0.001396311196438505
494,2,0.0016580503963430574
494,3,0.0003895235024455848
494,4,0.004976811854997561
495,1,0.001392243960560534
495,2,0.004935720406257522
495,3,0.0016750583786248995
495,4,0.0003927758224776399
496,1,0.00039212321251040465
496,2,0.001653190187323122
496,3,0.004931008024016867
496,4,0.0013946503613130612
497,1,0.004890763239420108
497,2,0.0016724886436322527
497,3,0.00039265700273183665
497,4,0.0013902670263894283
498,1,0.004876460428958105
498,2,0.0013945375157447865
498,3,0.00039219785071031307
498,4,0.0016584193959105278
499,1,0.00164218319305828
499,2,0.0013687841551830455
499,3,0.004897762718008254
499,4,0.00038854332871674185
500,1,0.00038790459320725226
500,2,0.0016353813697954425
500,3,0.004871991915368393
500,4,0.0013777142323800665
501,1,0.004832592116166318
501,2,0.0013819180893684829
501,3,0.0003890576754327619
501,4,0.0016451447019893682
502,1,0.0013629211015032219
502,2,0.0048331715887599104
502,3,0.0016432728858044332
502,4,0.00038541102368442297
503,1,0.0016247694053491018
503,2,0.0013525610694804153
503,3,0.000380320987136403
503,4,0.004843162777510141
504,1,0.0013550014645697464
504,2,0.0003818862152516338
504,3,0.004808078830545918
504,4,0.0016321132571897952
505,1,0.0003827973242709596
505,2,0.0013490886888524961
505,3,0.001607638725571233
505,4,0.004813795601380747
506,1,0.0016123681260191223
506,2,0.00037932448381624873
506,3,0.0013390798380786542
506,4,0.004799024766932035
507,1,0.0013433687919017696
507,2,0.0016021604146054004
507,3,0.004780333506730032
507,4,0.0003805208140352333
508,1,0.0003799079735868126
508,2,0.004735973951260643
508,3,0.0016216192014757503
508,4,0.0013455564134174601
509,1,0.0015999239448933474
509,2,0.004738038767415546
509,3,0.0013434726894771378
509,4,0.0003784960458093986
510,1,0.0003778896571751841
510,2,0.0047084842831158075
510,3,0.0013437056526299572
510,4,0.0016067311223004492
511,1,0.001591484385132793
511,2,0.004710509297435073
511,3,0.00037836453713936756
511,4,0.0013335607675665766
512,1,0.0015873912912748008
512,2,0.00037345787754751333
512,3,0.004700577509699289
512,4,0.0013296766803165502
513,1,0.00466360150614016
513,2,0.001333626137743077
513,3,0.0003769624215567038
513,4,0.0015940937777787398
514,1,0.0013158518199982649
514,2,0.004664084311141538
514,3,0.0015923274983799841
514,4,0.000373526731772204
515,1,0.00037293603477493855
515,2,0.004640873157593061
515,3,0.001323844779568488
515,4,0.0015856044295412812
516,1,0.0003719423793000625
516,2,0.004627717415754928
516,3,0.0013198736891327834
516,4,0.0015813611312897463
517,1,0.0013042444507179363
517,2,0.0015607269367505687
517,3,0.00036680708482927585
517,4,0.004646869992262624
518,1,0.004597117294479157
518,2,0.00037384727416240037
518,3,0.0013122276036828077
518,4,0.0015732623394212962
519,1,0.0012967677864186066
519,2,0.0015528368069724456
519,3,0.004616179048682591
519,4,0.0003687174270002979
520,1,0.00036814172301210743
520,2,0.0012914001656820849
520,3,0.0045877306672890365
520,4,0.0015653519295001728
521,1,0.0012894993771433196
521,2,0.0003654413749471112
521,3,0.004574560288754838
521,4,0.0015613256733171509
522,1,0.0015469229211030838
522,2,0.004563047719958926
522,3,0.0012932479490567082
522,4,0.0003658984241714541
523,1,0.0012821818942166266
523,2,0.0045446891093567305
523,3,0.0003672905224542989
523,4,0.0015533627073331393
524,1,0.004518873445626372
524,2,0.0012915179483303067
524,3,0.00036631471694715796
524,4,0.0015492535710397474
525,1,0.004506383702099971
525,2,0.0003670992675741991
525,3,0.0012859343003880034
525,4,0.001545165767120535
526,1,0.0003624764390491751
526,2,0.001528784504032184
526,3,0.001263752402208
526,4,0.00452835353585998
527,1,0.0015274158188756466
527,2,0.0003593424017121235
527,3,0.001260362279290656
527,4,0.0045150986821510305
528,1,0.0015237809616661447
528,2,0.0012586651271431384
528,3,0.00035680217836194834
528,4,0.0045019197976197125
529,1,0.001520162026757933
529,2,0.004472666795872604
529,3,0.001267923894041324
529,4,0.0003595004182048803
530,1,0.004442392789457298
530,2,0.0003625258452419539
530,3,0.0012681312294009924
530,4,0.0015262611812506771
531,1,0.004430277548242664
531,2,0.0003615709039738489
531,3,0.0015278541735259997
531,4,0.0012588675305572094
532,1,0.0012500267341826628
532,2,0.004430615967010323
532,3,0.00035895400337320463
532,4,0.0015184200153728288
533,1,0.0012465441012565082
533,2,0.0014993797279643604
533,3,0.0003523583778107724
533,4,0.004439155878554736
534,1,0.0015012820765659101
534,2,0.0012378271884544185
534,3,0.00035152496294430614
534,4,0.004426371558654525
535,1,0.0014977630417435535
535,2,0.0003523123460690796
535,3,0.004401471215131027
535,4,0.0012451591691802614
536,1,0.004368557631759342
536,2,0.0012486828049894669
536,3,0.0003554189274224759
536,4,0.0015037122893081694
537,1,0.004356792321022811
537,2,0.000356147909719618
537,3,0.0012434299328118305
537,4,0.0014998533475989878
538,1,0.004345076597853852
538,2,0.00035522336753927354
538,3,0.0015013940373354373
538,4,0.0012344871314380573
539,1,0.001225978341523746
539,2,0.00434536291923089
539,3,0.00035269551049934195
539,4,0.001492280239183958
540,1,0.0014791158607226171
540,2,0.00034789976168510603
540,3,0.004341742155024088
540,4,0.001227719753155496
541,1,0.0014756031493202992
541,2,0.004326327356525411
541,3,0.0003504284813655234
541,4,0.0012243521312135176
542,1,0.0003483133937871662
542,2,0.0043011166248238175
542,3,0.0012261930946106151
542,4,0.0014813838943175848
543,1,0.0014684098721094252
543,2,0.0012074265346454706
543,3,0.00034379317555035616
543,4,0.004317824165438619
544,1,0.00034661899232893813
544,2,0.004277556294449594
544,3,0.0014794837525583346
544,4,0.0012143101769148828
545,1,0.004262852105882575
545,2,0.0012176885294811358
545,3,0.000347473800228541
545,4,0.001470539143494797
546,1,0.004251562257435654
546,2,0.001214255062169813
546,3,0.0003465916812296677
546,4,0.001466857500163026
547,1,0.0014541352615075405
547,2,0.004256559900015822
547,3,0.0012057809284736873
547,4,0.00034367368159507955
548,1,0.0011961193733940696
548,2,0.0042402046418319895
548,3,0.0014618872875918718
548,4,0.00034283258975352813
549,1,0.0014472120406303272
549,2,0.000340304827060122
549,3,0.004236760430907298
549,4,0.0011977597994188665
550,1,0.0003415167483176553
550,2,0.0014418227885131983
550,3,0.0042252008769359615
550,4,0.001194561960711018
551,1,0.0014405016188543086
551,2,0.001181621298455376
551,3,0.004221733250829806
551,4,0.00034039766370517436
552,1,0.0011835227434458153
552,2,0.004194243948735584
552,3,0.00034159609724940764
552,4,0.0014461554661441235
553,1,0.0003390806759575039
553,2,0.0014317910694147662
553,3,0.004190882223376958
553,4,0.00118510817117417
554,1,0.004160700540060561
554,2,0.0014462494860051156
554,3,0.0011833557281942916
554,4,0.0003379189370368702
555,1,0.004149889350347932
555,2,0.0014426638904353867
555,3,0.001180110405403492
555,4,0.00033707995339447085
556,1,0.0011708437837893396
556,2,0.0014186331019375687
556,3,0.004165617192865121
556,4,0.0003362991267539385
557,1,0.00033581951792597474
557,2,0.0014183358034080432
557,3,0.004146463370716894
557,4,0.0011724815282250969
558,1,0.00411684530415976
558,2,0.0011756600814212383
558,3,0.00033664723996148154
558,4,0.0014256504816138587
559,1,0.0041062194252668134
559,2,0.001429027860113113
559,3,0.0003353136934894907
559,4,0.0011661042512811509
560,1,0.004095647365564946
560,2,0.0011692554352021357
560,3,0.001420675767057427
560,4,0.00033303265806276306
561,1,0.0003325622510747689
561,2,0.004088155629437255
561,3,0.0011646307056877485
561,4,0.0014153168335447601
562,1,0.0011522748083847363
562,2,0.0013987542075806568
562,3,0.004100299857797528
562,4,0.00033146198997689236
563,1,0.004063620737053527
563,2,0.00033402317748556907
563,3,0.0011585136125905277
563,4,0.0014087700735072562
564,1,0.0013970303609929825
564,2,0.004068213865825603
564,3,0.001152154607110969
564,4,0.00032987695977701876
565,1,0.00032941535878446465
565,2,0.0013919768083505907
565,3,0.0011372638134251065
565,4,0.004070935858711702
566,1,0.00032867086923917655
566,2,0.0013889401765002317
566,3,0.004049565480034877
566,4,0.0011448838906562792
567,1,0.004021160499527262
567,2,0.00033087797030378457
567,3,0.001400636919144178
567,4,0.0011418308532817254
568,1,0.0040109628754688405
568,2,0.0011448688878914046
568,3,0.00032865698838317753
568,4,0.0013926174135287415
569,1,0.004000799797565904
569,2,0.00032926399521752476
569,3,0.0011403983227640364
569,4,0.0013893141905954277
570,1,0.003990678064563504
570,2,0.001138760254335142
570,3,0.0013878973358263454
570,4,0.00032520255500158296
571,1,0.001125541595046607
571,2,0.0039907566750708905
571,3,0.0003262946577284447
571,4,0.0013828352240037077
572,1,0.0003239936583740986
572,2,0.001121303275058142
572,3,0.003983367492357951
572,4,0.0013796828480313174
573,1,0.003960152487535373
573,2,0.0003261268342756944
573,3,0.0013809992889369934
573,4,0.0011239799998718166
574,1,0.0003224687417338108
574,2,0.0013634068756748466
574,3,0.0011111003929495222
574,4,0.003977380034945165
575,1,0.0013622964905713171
575,2,0.0011097330460693466
575,3,0.0039640159612897305
575,4,0.00032146984576845354
576,1,0.000321031303652537
576,2,0.00111010389035723
576,3,0.001353146998002808
576,4,0.0039564174464714035
577,1,0.000320319141866597
577,2,0.001107395322747782
577,3,0.003931877775462926
577,4,0.001364442733779153
578,1,0.003909215362766444
578,2,0.0011157912788290697
578,3,0.00032105259392850675
578,4,0.001361270313233411
579,1,0.0011030666580642372
579,2,0.003909269225043468
579,3,0.00032030551705526655
579,4,0.0013581857271130681
580,1,0.001347270220661557
580,2,0.0039035882550595494
580,3,0.0003191096639395769
580,4,0.0011043732819707656
581,1,0.003879760573132177
581,2,0.0013582385152969905
581,3,0.00031835176031668974
581,4,0.0011015173985022741
582,1,0.001094710634838697
582,2,0.0013369093525206841
582,3,0.003893612867781126
582,4,0.00031633490357974
583,1,0.0010920492401310677
583,2,0.0013340858491788586
583,3,0.003883526622001972
583,4,0.0003156344152545566
584,1,0.0013355424123907152
584,2,0.0003134812438552244
584,3,0.0010838528543615298
584,4,0.003876214526586572
585,1,0.0010867860728867053
585,2,0.00031323979850813704
585,3,0.003852551576918588
585,4,0.0013404209672290314
586,1,0.0013297879327080254
586,2,0.0038442952792494076
586,3,0.00031479664136184433
586,4,0.0010880518000884229
587,1,0.0003130950269024725
587,2,0.0010801368946927203
587,3,0.00132098494889197
587,4,0.0038466915273321655
588,1,0.0003124109901735638
588,2,0.0013224318574364862
588,3,0.003827439829913491
588,4,0.001082745475531408
589,1,0.003801743757244306
589,2,0.0010855077017986325
589,3,0.00031310867683531125
589,4,0.0013287648461898292
590,1,0.0010734228950151537
590,2,0.00030973350275728906
590,3,0.003804421689248766
590,4,0.0013258390162986019
591,1,0.0013154350391771747
591,2,0.0010666482914799158
591,3,0.003805594262143796
591,4,0.00031001122526750236
592,1,0.0010682344705046545
592,2,0.0037827159451373363
592,3,0.001321802650171238
592,4,0.00030930742807699
593,1,0.00030890120968516814
593,2,0.003766871672498588
593,3,0.0010735373268571141
593,4,0.0013171476830705767
594,1,0.00030819055159520323
594,2,0.001061704476735175
594,3,0.001301138757257938
594,4,0.003779914829644009
595,1,0.0010604194686416946
595,2,0.003754697869309973
595,3,0.00030889942304546466
595,4,0.0013115267713336583
596,1,0.003736484830423117
596,2,0.0010668668120456188
596,3,0.0003081828906675673
596,4,0.0013085859938427487
597,1,0.0003061229041014007
597,2,0.0012968110632856507
597,3,0.001049929160056656
597,4,0.003751980280773074
598,1,0.0012957806705240283
598,2,0.0037310426132576313
598,3,0.0010576300090010063
598,4,0.0003051811654305838
599,1,0.00105013934380004
599,2,0.00030358493178267627
599,3,0.0012874159208079712
599,4,0.0037332878826079985
600,1,0.0036997752683351577
600,2,0.001303207171136047
600,3,0.0003050303859535735
600,4,0.0010512855958105863
601,1,0.00030343387563214707
601,2,0.0036934992303911765
601,3,0.0012986649169649481
601,4,0.0010486822776154554
602,1,0.003682168114638969
602,2,0.00030526466765911026
602,3,0.001295766125169983
602,4,0.0010460759889592125
603,1,0.0036734351860554094
603,2,0.0003045619002890776
603,3,0.001047476032578029
603,4,0.0012888866906798327
604,1,0.0012790523500749433
604,2,0.00029977823095775683
604,3,0.0036797640077160373
604,4,0.0010409755916637553
605,1,0.0036557996059074773
605,2,0.0003031944026229758
605,3,0.0012873209401016127
605,4,0.001038405592728141
606,1,0.0010323419040267913
606,2,0.0036557777812351215
606,3,0.00030133369214750113
606,4,0.0012805941227975975
607,1,0.0012708854518596836
607,2,0.00029779458873391545
607,3,0.0010248569484798942
607,4,0.0036618290320925826
608,1,0.003629466162850088
608,2,0.0010360585221012649
608,3,0.0003000082472984271
608,4,0.0012751990981162613
609,1,0.00029805266759156237
609,2,0.003623374761400967
609,3,0.001032348108669599
609,4,0.0012724392201674502
610,1,0.00029738575474418024
610,2,0.001021353348067649
610,3,0.0036232792755735974
610,4,0.0012697506151245967
611,1,0.00360377315759245
611,2,0.00029915618324931093
611,3,0.0010273668277715926
611,4,0.001266994489060961
612,1,0.001257490180531628
612,2,0.003607481169842435
612,3,0.0010222152901963803
612,4,0.00029580063408478704
613,1,0.00029542887734094423
613,2,0.0010140761209113981
613,3,0.0012496101351440942
613,4,0.0036095397694047337
614,1,0.0012524166513127257
614,2,0.001009132493048532
614,3,0.0002921751629395362
614,4,0.003600704506040287
615,1,0.0010105860941248635
615,2,0.003577573085398656
615,3,0.0002954468146544838
615,4,0.0012566580971420476
616,1,0.0012473076848968571
616,2,0.0002920392978785124
616,3,0.0010033790291852677
616,4,0.003583401245863011
617,1,0.001005925800176688
617,2,0.00029182619077113936
617,3,0.0035628126149756666
617,4,0.001251527989400152
618,1,0.0012422535421387992
618,2,0.00099988551457965
618,3,0.00028971033945408717
618,4,0.0035662138626872415
619,1,0.0012397962228701573
619,2,0.003547145112889505
619,3,0.0010057694393166214
619,4,0.0002914246300960903
620,1,0.0012372724676128553
620,2,0.003538763990070637
620,3,0.0010034112610171867
620,4,0.0002907988645726622
621,1,0.001234758320419792
621,2,0.0009929992508222634
621,3,0.00028788171078834493
621,4,0.00354075785348442
622,1,0.000289835408048893
622,2,0.0012308513461004378
622,3,0.0009896954918637416
622,4,0.0035322330680278287
623,1,0.0002892328729272321
623,2,0.0009910949403117606
623,3,0.0035121668234719943
623,4,0.0012364321863270553
624,1,0.0012273793919714729
624,2,0.0002871509604735879
624,3,0.003507569384757414
624,4,0.000993165578738011
625,1,0.0009876087125797741
625,2,0.0034934678787769766
625,3,0.0002892010720559888
625,4,0.0012313743865948628
626,1,0.0034775131638089397
626,2,0.00028964403565625815
626,3,0.0012324011559768848
626,4,0.000988498254807905
627,1,0.00028674712700280244
627,2,0.003471870107517042
627,3,0.0009897812673243416
627,4,0.0012261871078064926
628,1,0.0012172832155120303
628,2,0.0034730757901933608
628,3,0.0009849498028103641
628,4,0.0002858632307513387
629,1,0.0012148458148686415
629,2,0.0034650052128553494
629,3,0.0009826776174420002
629,4,0.0002852575160078603
630,1,0.0012124175650978107
630,2,0.0009726658556393163
630,3,0.0002824483508424928
630,4,0.003466905961719977
631,1,0.000974023251716405
631,2,0.0002832837138945569
631,3,0.0012051481857261253
631,4,0.0034586952936328003
632,1,0.00120773792383184
632,2,0.000282329191125597
632,3,0.0034428721037900642
632,4,0.0009750166840944559
633,1,0.0002831485188274029
633,2,0.0009686219075325638
633,3,0.0034314004569478023
633,4,0.0012116146935687829
634,1,0.001202920477253192
634,2,0.0009639938005032582
634,3,0.0034324352174413615
634,4,0.00028230640296393405
635,1,0.0009653152307860683
635,2,0.003413382001708833
635,3,0.0012081960602427254
635,4,0.00028170611012229887
636,1,0.00028136870087174177
636,2,0.001196759982624626
636,3,0.0034112434239304225
636,4,0.0009662141675302561
637,1,0.00028078219590237953
637,2,0.0011944156992456504
637,3,0.0009565159951231833
637,4,0.0034108907458040892
638,1,0.0011935120152160607
638,2,0.0009554346789441396
638,3,0.0034007946789433585
638,4,0.00027996918537420343
639,1,0.0011912084815954304
639,2,0.0009533374752562265
639,3,0.0033929123064839676
639,4,0.0002793954839049503
640,1,0.0009546309157294603
640,2,0.0033742487634166513
640,3,0.0002801886814753735
640,4,0.0011949850010915192
641,1,0.0011865271401545624
641,2,0.0009491053110948219
641,3,0.0033774259993285143
641,4,0.00027823522044853063
642,1,0.0002779060165015507
642,2,0.000949391320823292
642,3,0.0011795356034919038
642,4,0.003371737265565814
643,1,0.0009483144158568008
643,2,0.001178658133970128
643,3,0.0033618521295017043
643,4,0.000277104955366529
644,1,0.0033362167543697866
644,2,0.00027887464579629955
644,3,0.0009525274535193872
644,4,0.0011856741486273208
645,1,0.0002761851682657209
645,2,0.0009430743995432564
645,3,0.001172690244713412
645,4,0.003348807257107646
646,1,0.0002756279191091079
646,2,0.0009410283972639613
646,3,0.0011704872300740674
646,4,0.0033411080593714945
647,1,0.0011729123792577026
647,2,0.003324211538468565
647,3,0.0009438740608555571
647,4,0.00027482426423857916
648,1,0.0002745030263346374
648,2,0.0009368985162275787
648,3,0.003315489586160922
648,4,0.0011765279210840464
649,1,0.0009357925857980102
649,2,0.001165060858430009
649,3,0.0002716522242520617
649,4,0.003318532577281733
650,1,0.003291448346117865
650,2,0.0011765648422513053
650,3,0.0002740886461844314
650,4,0.000936606854301908
651,1,0.0032843054681579056
651,2,0.0011741634774247202
651,3,0.0009354419358000365
651,4,0.00027253915260352045
652,1,0.003277187490077012
652,2,0.0002742498872026439
652,3,0.0009356238419485563
652,4,0.0011671709145899658
653,1,0.0032700883446962494
653,2,0.0011694065653461915
653,3,0.0002723431451290499
653,4,0.0009302329037393506
654,1,0.00027107284030288773
654,2,0.0032650229376814466
654,3,0.0011657342038203491
654,4,0.0009281404107192297
655,1,0.0032559445147562855
655,2,0.0011646971921053734
655,3,0.0002711945197018362
655,4,0.0009260470339885223
656,1,0.003248925719298368
656,2,0.00027192795724494974
656,3,0.0011610407373813952
656,4,0.0009239620138241165
657,1,0.0009191388155156468
657,2,0.0011467038179019812
657,3,0.0032589259042420673
657,4,0.0002691391584275926
658,1,0.0011477338867659276
658,2,0.0002675555309996355
658,3,0.0009130982947531255
658,4,0.0032535837845904174
659,1,0.0032274503808163457
659,2,0.0009220835636933216
659,3,0.0011524862901224925
659,4,0.0002680435392252372
660,1,0.0002677378511475301
660,2,0.003222488767275721
660,3,0.0009190809443677945
660,4,0.001148930796450692
661,1,0.0011411105514431712
661,2,0.0032235743730859847
661,3,0.00026787045992559676
661,4,0.0009139087312078479
662,1,0.00026664175458444107
662,2,0.0009082711533581745
662,3,0.0032152684359552522
662,4,0.0011445369931803947
663,1,0.0009072263879398574
663,2,0.0011336830429333898
663,3,0.003216213499323748
663,4,0.0002658756440380828
664,1,0.0011346869469091687
664,2,0.0009022267445983424
664,3,0.003209078480600497
664,4,0.00026534986992475697
665,1,0.0011325955777845016
665,2,0.0031953144134629708
665,3,0.00026572574410489757
665,4,0.0009060966963791811
666,1,0.0031785933306090414
666,2,0.0009081055319990826
666,3,0.0002655150505837327
666,4,0.0011359102828732992
667,1,0.00026396931250991407
667,2,0.0008985643435818612
667,3,0.003180361143640227
667,4,0.001133742652038905
668,1,0.000897537930511759
668,2,0.0011230920465442294
668,3,0.0031812943766486097
668,4,0.0002632149491885631
669,1,0.0031580875930714656
669,2,0.0011337619393348491
669,3,0.0008991543071488224
669,4,0.00026267187266569423
670,1,0.0031514348497210915
670,2,0.00113153692827492
670,3,0.0002630228228899503
670,4,0.000896284455283546
671,1,0.0008917405347156557
671,2,0.0011167060079765422
671,3,0.00025974992032529187
671,4,0.0031627473739258296
672,1,0.00026132975414368503
672,2,0.0008890091701291099
672,3,0.0031462489195786003
672,4,0.0011230644391606644
673,1,0.0002608068465946458
